ZIP,YEAR,ORDINAL,INCOME GROUP,HOUSEHOLDS
92139,2019,1,"Less than $15,000",635
92139,2019,2,"$15,000 to $29,999",1442
92139,2019,3,"$30,000 to $44,999",1608
92139,2019,4,"$45,000 to $59,999",1508
92139,2019,5,"$60,000 to $74,999",1143
92139,2019,6,"$75,000 to $99,999",1636
92139,2019,7,"$100,000 to $124,999",1005
92139,2019,8,"$125,000 to $149,999",487
92139,2019,9,"$150,000 to $199,999",480
92139,2019,10,"$200,000 or more",270
92140,2010,1,"Less than $15,000",0
92140,2010,2,"$15,000 to $29,999",0
92140,2010,3,"$30,000 to $44,999",0
92140,2010,4,"$45,000 to $59,999",0
92140,2010,5,"$60,000 to $74,999",0
92140,2010,6,"$75,000 to $99,999",0
92140,2010,7,"$100,000 to $124,999",0
92140,2010,8,"$125,000 to $149,999",0
92140,2010,9,"$150,000 to $199,999",0
92140,2010,10,"$200,000 or more",0
92140,2011,1,"Less than $15,000",0
92140,2011,2,"$15,000 to $29,999",0
92140,2011,3,"$30,000 to $44,999",0
92140,2011,4,"$45,000 to $59,999",0
92140,2011,5,"$60,000 to $74,999",0
92140,2011,6,"$75,000 to $99,999",0
92140,2011,7,"$100,000 to $124,999",0
92140,2011,8,"$125,000 to $149,999",0
92140,2011,9,"$150,000 to $199,999",0
92140,2011,10,"$200,000 or more",0
92140,2012,1,"Less than $15,000",0
92140,2012,2,"$15,000 to $29,999",0
92140,2012,3,"$30,000 to $44,999",0
92140,2012,4,"$45,000 to $59,999",0
92140,2012,5,"$60,000 to $74,999",0
92140,2012,6,"$75,000 to $99,999",0
92140,2012,7,"$100,000 to $124,999",0
92140,2012,8,"$125,000 to $149,999",0
92140,2012,9,"$150,000 to $199,999",0
92140,2012,10,"$200,000 or more",0
92140,2013,1,"Less than $15,000",0
92140,2013,2,"$15,000 to $29,999",0
92140,2013,3,"$30,000 to $44,999",0
92140,2013,4,"$45,000 to $59,999",0
92140,2013,5,"$60,000 to $74,999",0
92140,2013,6,"$75,000 to $99,999",0
92140,2013,7,"$100,000 to $124,999",0
92140,2013,8,"$125,000 to $149,999",0
92140,2013,9,"$150,000 to $199,999",0
92140,2013,10,"$200,000 or more",0
92140,2014,1,"Less than $15,000",0
92140,2014,2,"$15,000 to $29,999",0
92140,2014,3,"$30,000 to $44,999",0
92140,2014,4,"$45,000 to $59,999",0
92140,2014,5,"$60,000 to $74,999",0
92140,2014,6,"$75,000 to $99,999",0
92140,2014,7,"$100,000 to $124,999",0
92140,2014,8,"$125,000 to $149,999",0
92140,2014,9,"$150,000 to $199,999",0
92140,2014,10,"$200,000 or more",0
92140,2015,1,"Less than $15,000",0
92140,2015,2,"$15,000 to $29,999",0
92140,2015,3,"$30,000 to $44,999",0
92140,2015,4,"$45,000 to $59,999",0
92140,2015,5,"$60,000 to $74,999",0
92140,2015,6,"$75,000 to $99,999",0
92140,2015,7,"$100,000 to $124,999",0
92140,2015,8,"$125,000 to $149,999",0
92140,2015,9,"$150,000 to $199,999",0
92140,2015,10,"$200,000 or more",0
92140,2016,1,"Less than $15,000",0
92140,2016,2,"$15,000 to $29,999",0
92140,2016,3,"$30,000 to $44,999",0
92140,2016,4,"$45,000 to $59,999",0
92140,2016,5,"$60,000 to $74,999",0
92140,2016,6,"$75,000 to $99,999",0
92140,2016,7,"$100,000 to $124,999",0
92140,2016,8,"$125,000 to $149,999",0
92140,2016,9,"$150,000 to $199,999",0
92140,2016,10,"$200,000 or more",0
92140,2017,1,"Less than $15,000",0
92140,2017,2,"$15,000 to $29,999",0
92140,2017,3,"$30,000 to $44,999",0
92140,2017,4,"$45,000 to $59,999",0
92140,2017,5,"$60,000 to $74,999",0
92140,2017,6,"$75,000 to $99,999",0
92140,2017,7,"$100,000 to $124,999",0
92140,2017,8,"$125,000 to $149,999",0
92140,2017,9,"$150,000 to $199,999",0
92140,2017,10,"$200,000 or more",0
92140,2018,1,"Less than $15,000",0
92140,2018,2,"$15,000 to $29,999",0
92140,2018,3,"$30,000 to $44,999",0
92140,2018,4,"$45,000 to $59,999",0
92140,2018,5,"$60,000 to $74,999",0
92140,2018,6,"$75,000 to $99,999",0
92140,2018,7,"$100,000 to $124,999",0
92140,2018,8,"$125,000 to $149,999",0
92140,2018,9,"$150,000 to $199,999",0
92140,2018,10,"$200,000 or more",0
92140,2019,1,"Less than $15,000",0
92140,2019,2,"$15,000 to $29,999",0
92140,2019,3,"$30,000 to $44,999",0
92140,2019,4,"$45,000 to $59,999",0
92140,2019,5,"$60,000 to $74,999",0
92140,2019,6,"$75,000 to $99,999",0
92140,2019,7,"$100,000 to $124,999",0
92140,2019,8,"$125,000 to $149,999",0
92140,2019,9,"$150,000 to $199,999",0
92140,2019,10,"$200,000 or more",0
92145,2010,1,"Less than $15,000",0
92145,2010,2,"$15,000 to $29,999",0
92145,2010,3,"$30,000 to $44,999",0
92145,2010,4,"$45,000 to $59,999",0
92145,2010,5,"$60,000 to $74,999",0
92145,2010,6,"$75,000 to $99,999",0
92145,2010,7,"$100,000 to $124,999",0
92145,2010,8,"$125,000 to $149,999",0
92145,2010,9,"$150,000 to $199,999",0
92145,2010,10,"$200,000 or more",1
92145,2011,1,"Less than $15,000",1
92145,2011,2,"$15,000 to $29,999",0
92145,2011,3,"$30,000 to $44,999",0
92145,2011,4,"$45,000 to $59,999",0
92145,2011,5,"$60,000 to $74,999",0
92145,2011,6,"$75,000 to $99,999",0
92145,2011,7,"$100,000 to $124,999",0
92145,2011,8,"$125,000 to $149,999",0
92145,2011,9,"$150,000 to $199,999",0
92145,2011,10,"$200,000 or more",0
92145,2012,1,"Less than $15,000",0
92145,2012,2,"$15,000 to $29,999",0
92145,2012,3,"$30,000 to $44,999",0
92145,2012,4,"$45,000 to $59,999",0
92145,2012,5,"$60,000 to $74,999",0
92145,2012,6,"$75,000 to $99,999",1
92145,2012,7,"$100,000 to $124,999",0
92145,2012,8,"$125,000 to $149,999",0
92145,2012,9,"$150,000 to $199,999",0
92145,2012,10,"$200,000 or more",0
92145,2013,1,"Less than $15,000",0
92145,2013,2,"$15,000 to $29,999",0
92145,2013,3,"$30,000 to $44,999",0
92145,2013,4,"$45,000 to $59,999",0
92145,2013,5,"$60,000 to $74,999",0
92145,2013,6,"$75,000 to $99,999",0
92145,2013,7,"$100,000 to $124,999",0
92145,2013,8,"$125,000 to $149,999",0
92145,2013,9,"$150,000 to $199,999",0
92145,2013,10,"$200,000 or more",1
92145,2014,1,"Less than $15,000",0
92145,2014,2,"$15,000 to $29,999",0
92145,2014,3,"$30,000 to $44,999",0
92145,2014,4,"$45,000 to $59,999",0
92145,2014,5,"$60,000 to $74,999",0
92145,2014,6,"$75,000 to $99,999",1
92145,2014,7,"$100,000 to $124,999",0
92145,2014,8,"$125,000 to $149,999",0
92145,2014,9,"$150,000 to $199,999",0
92145,2014,10,"$200,000 or more",0
92145,2015,1,"Less than $15,000",0
92145,2015,2,"$15,000 to $29,999",0
92145,2015,3,"$30,000 to $44,999",0
92145,2015,4,"$45,000 to $59,999",0
92145,2015,5,"$60,000 to $74,999",0
92145,2015,6,"$75,000 to $99,999",0
92145,2015,7,"$100,000 to $124,999",0
92145,2015,8,"$125,000 to $149,999",0
92145,2015,9,"$150,000 to $199,999",1
92145,2015,10,"$200,000 or more",0
92145,2016,1,"Less than $15,000",0
92145,2016,2,"$15,000 to $29,999",0
92145,2016,3,"$30,000 to $44,999",0
92145,2016,4,"$45,000 to $59,999",0
92145,2016,5,"$60,000 to $74,999",0
92145,2016,6,"$75,000 to $99,999",0
92145,2016,7,"$100,000 to $124,999",0
92145,2016,8,"$125,000 to $149,999",0
92145,2016,9,"$150,000 to $199,999",1
92145,2016,10,"$200,000 or more",0
92145,2017,1,"Less than $15,000",0
92145,2017,2,"$15,000 to $29,999",0
92145,2017,3,"$30,000 to $44,999",0
92145,2017,4,"$45,000 to $59,999",0
92145,2017,5,"$60,000 to $74,999",0
92145,2017,6,"$75,000 to $99,999",0
92145,2017,7,"$100,000 to $124,999",0
92145,2017,8,"$125,000 to $149,999",0
92145,2017,9,"$150,000 to $199,999",0
92145,2017,10,"$200,000 or more",1
92145,2018,1,"Less than $15,000",0
92145,2018,2,"$15,000 to $29,999",0
92145,2018,3,"$30,000 to $44,999",0
92145,2018,4,"$45,000 to $59,999",0
92145,2018,5,"$60,000 to $74,999",0
92145,2018,6,"$75,000 to $99,999",0
92145,2018,7,"$100,000 to $124,999",1
92145,2018,8,"$125,000 to $149,999",0
92145,2018,9,"$150,000 to $199,999",0
92145,2018,10,"$200,000 or more",0
92145,2019,1,"Less than $15,000",0
92145,2019,2,"$15,000 to $29,999",0
92145,2019,3,"$30,000 to $44,999",0
92145,2019,4,"$45,000 to $59,999",0
92145,2019,5,"$60,000 to $74,999",0
92145,2019,6,"$75,000 to $99,999",0
92145,2019,7,"$100,000 to $124,999",0
92145,2019,8,"$125,000 to $149,999",0
92145,2019,9,"$150,000 to $199,999",0
92145,2019,10,"$200,000 or more",1
92154,2010,1,"Less than $15,000",2253
92154,2010,2,"$15,000 to $29,999",2943
92154,2010,3,"$30,000 to $44,999",3364
92154,2010,4,"$45,000 to $59,999",2931
92154,2010,5,"$60,000 to $74,999",2161
92154,2010,6,"$75,000 to $99,999",2935
92154,2010,7,"$100,000 to $124,999",1840
92154,2010,8,"$125,000 to $149,999",840
92154,2010,9,"$150,000 to $199,999",728
92154,2010,10,"$200,000 or more",213
92154,2011,1,"Less than $15,000",2242
92154,2011,2,"$15,000 to $29,999",2952
92154,2011,3,"$30,000 to $44,999",3360
92154,2011,4,"$45,000 to $59,999",2933
92154,2011,5,"$60,000 to $74,999",2175
92154,2011,6,"$75,000 to $99,999",2919
92154,2011,7,"$100,000 to $124,999",1846
92154,2011,8,"$125,000 to $149,999",851
92154,2011,9,"$150,000 to $199,999",726
92154,2011,10,"$200,000 or more",213
92154,2012,1,"Less than $15,000",2408
92154,2012,2,"$15,000 to $29,999",3146
92154,2012,3,"$30,000 to $44,999",3385
92154,2012,4,"$45,000 to $59,999",2798
92154,2012,5,"$60,000 to $74,999",2283
92154,2012,6,"$75,000 to $99,999",2773
92154,2012,7,"$100,000 to $124,999",1679
92154,2012,8,"$125,000 to $149,999",889
92154,2012,9,"$150,000 to $199,999",740
92154,2012,10,"$200,000 or more",180
92154,2013,1,"Less than $15,000",2323
92154,2013,2,"$15,000 to $29,999",3131
92154,2013,3,"$30,000 to $44,999",3457
92154,2013,4,"$45,000 to $59,999",2849
92154,2013,5,"$60,000 to $74,999",2398
92154,2013,6,"$75,000 to $99,999",2743
92154,2013,7,"$100,000 to $124,999",1614
92154,2013,8,"$125,000 to $149,999",959
92154,2013,9,"$150,000 to $199,999",849
92154,2013,10,"$200,000 or more",327
92154,2014,1,"Less than $15,000",2327
92154,2014,2,"$15,000 to $29,999",3104
92154,2014,3,"$30,000 to $44,999",3157
92154,2014,4,"$45,000 to $59,999",2919
92154,2014,5,"$60,000 to $74,999",2426
92154,2014,6,"$75,000 to $99,999",2793
92154,2014,7,"$100,000 to $124,999",1751
92154,2014,8,"$125,000 to $149,999",996
92154,2014,9,"$150,000 to $199,999",848
92154,2014,10,"$200,000 or more",406
92154,2015,1,"Less than $15,000",2229
92154,2015,2,"$15,000 to $29,999",2895
92154,2015,3,"$30,000 to $44,999",3185
92154,2015,4,"$45,000 to $59,999",2560
92154,2015,5,"$60,000 to $74,999",2301
92154,2015,6,"$75,000 to $99,999",3103
92154,2015,7,"$100,000 to $124,999",2088
92154,2015,8,"$125,000 to $149,999",1194
92154,2015,9,"$150,000 to $199,999",852
92154,2015,10,"$200,000 or more",553
92154,2016,1,"Less than $15,000",2066
92154,2016,2,"$15,000 to $29,999",2821
92154,2016,3,"$30,000 to $44,999",3087
92154,2016,4,"$45,000 to $59,999",2872
92154,2016,5,"$60,000 to $74,999",2557
92154,2016,6,"$75,000 to $99,999",3329
92154,2016,7,"$100,000 to $124,999",1941
92154,2016,8,"$125,000 to $149,999",1048
92154,2016,9,"$150,000 to $199,999",810
92154,2016,10,"$200,000 or more",558
92154,2017,1,"Less than $15,000",1868
92154,2017,2,"$15,000 to $29,999",3014
92154,2017,3,"$30,000 to $44,999",2938
92154,2017,4,"$45,000 to $59,999",2844
92154,2017,5,"$60,000 to $74,999",2634
92154,2017,6,"$75,000 to $99,999",3262
92154,2017,7,"$100,000 to $124,999",1942
92154,2017,8,"$125,000 to $149,999",921
92154,2017,9,"$150,000 to $199,999",950
92154,2017,10,"$200,000 or more",709
92154,2018,1,"Less than $15,000",1719
92154,2018,2,"$15,000 to $29,999",2977
92154,2018,3,"$30,000 to $44,999",2848
92154,2018,4,"$45,000 to $59,999",2971
92154,2018,5,"$60,000 to $74,999",2769
92154,2018,6,"$75,000 to $99,999",3383
92154,2018,7,"$100,000 to $124,999",1932
92154,2018,8,"$125,000 to $149,999",972
92154,2018,9,"$150,000 to $199,999",1001
92154,2018,10,"$200,000 or more",677
92154,2019,1,"Less than $15,000",1798
92154,2019,2,"$15,000 to $29,999",2868
92154,2019,3,"$30,000 to $44,999",3179
92154,2019,4,"$45,000 to $59,999",2927
92154,2019,5,"$60,000 to $74,999",2767
92154,2019,6,"$75,000 to $99,999",3433
92154,2019,7,"$100,000 to $124,999",1732
92154,2019,8,"$125,000 to $149,999",1004
92154,2019,9,"$150,000 to $199,999",1070
92154,2019,10,"$200,000 or more",668
92155,2010,1,"Less than $15,000",2
92155,2010,2,"$15,000 to $29,999",3
92155,2010,3,"$30,000 to $44,999",1
92155,2010,4,"$45,000 to $59,999",1
92155,2010,5,"$60,000 to $74,999",0
92155,2010,6,"$75,000 to $99,999",0
92155,2010,7,"$100,000 to $124,999",1
92155,2010,8,"$125,000 to $149,999",1
92155,2010,9,"$150,000 to $199,999",3
92155,2010,10,"$200,000 or more",3
92155,2011,1,"Less than $15,000",2
92155,2011,2,"$15,000 to $29,999",2
92155,2011,3,"$30,000 to $44,999",1
92155,2011,4,"$45,000 to $59,999",4
92155,2011,5,"$60,000 to $74,999",0
92155,2011,6,"$75,000 to $99,999",2
92155,2011,7,"$100,000 to $124,999",0
92155,2011,8,"$125,000 to $149,999",3
92155,2011,9,"$150,000 to $199,999",1
92155,2011,10,"$200,000 or more",0
92155,2012,1,"Less than $15,000",3
92155,2012,2,"$15,000 to $29,999",0
92155,2012,3,"$30,000 to $44,999",2
92155,2012,4,"$45,000 to $59,999",0
92155,2012,5,"$60,000 to $74,999",2
92155,2012,6,"$75,000 to $99,999",4
92155,2012,7,"$100,000 to $124,999",2
92155,2012,8,"$125,000 to $149,999",1
92155,2012,9,"$150,000 to $199,999",1
92155,2012,10,"$200,000 or more",0
92155,2013,1,"Less than $15,000",2
92155,2013,2,"$15,000 to $29,999",2
92155,2013,3,"$30,000 to $44,999",2
92155,2013,4,"$45,000 to $59,999",4
92155,2013,5,"$60,000 to $74,999",1
92155,2013,6,"$75,000 to $99,999",0
92155,2013,7,"$100,000 to $124,999",2
92155,2013,8,"$125,000 to $149,999",1
92155,2013,9,"$150,000 to $199,999",0
92155,2013,10,"$200,000 or more",1
92155,2014,1,"Less than $15,000",0
92155,2014,2,"$15,000 to $29,999",1
92155,2014,3,"$30,000 to $44,999",0
92155,2014,4,"$45,000 to $59,999",3
92155,2014,5,"$60,000 to $74,999",2
92155,2014,6,"$75,000 to $99,999",1
92155,2014,7,"$100,000 to $124,999",1
92155,2014,8,"$125,000 to $149,999",4
92155,2014,9,"$150,000 to $199,999",2
92155,2014,10,"$200,000 or more",1
92155,2015,1,"Less than $15,000",0
92155,2015,2,"$15,000 to $29,999",3
92155,2015,3,"$30,000 to $44,999",3
92155,2015,4,"$45,000 to $59,999",2
92155,2015,5,"$60,000 to $74,999",2
92155,2015,6,"$75,000 to $99,999",0
92155,2015,7,"$100,000 to $124,999",1
92155,2015,8,"$125,000 to $149,999",1
92155,2015,9,"$150,000 to $199,999",2
92155,2015,10,"$200,000 or more",1
92155,2016,1,"Less than $15,000",1
92155,2016,2,"$15,000 to $29,999",3
92155,2016,3,"$30,000 to $44,999",2
92155,2016,4,"$45,000 to $59,999",1
92155,2016,5,"$60,000 to $74,999",0
92155,2016,6,"$75,000 to $99,999",3
92155,2016,7,"$100,000 to $124,999",2
92155,2016,8,"$125,000 to $149,999",2
92155,2016,9,"$150,000 to $199,999",0
92155,2016,10,"$200,000 or more",1
92155,2017,1,"Less than $15,000",0
92155,2017,2,"$15,000 to $29,999",0
92155,2017,3,"$30,000 to $44,999",4
92155,2017,4,"$45,000 to $59,999",0
92155,2017,5,"$60,000 to $74,999",1
92155,2017,6,"$75,000 to $99,999",2
92155,2017,7,"$100,000 to $124,999",2
92155,2017,8,"$125,000 to $149,999",2
92155,2017,9,"$150,000 to $199,999",3
92155,2017,10,"$200,000 or more",1
92155,2018,1,"Less than $15,000",0
92155,2018,2,"$15,000 to $29,999",4
92155,2018,3,"$30,000 to $44,999",2
92155,2018,4,"$45,000 to $59,999",0
92155,2018,5,"$60,000 to $74,999",3
92155,2018,6,"$75,000 to $99,999",4
92155,2018,7,"$100,000 to $124,999",2
92155,2018,8,"$125,000 to $149,999",0
92155,2018,9,"$150,000 to $199,999",0
92155,2018,10,"$200,000 or more",0
92155,2019,1,"Less than $15,000",0
92155,2019,2,"$15,000 to $29,999",1
92155,2019,3,"$30,000 to $44,999",3
92155,2019,4,"$45,000 to $59,999",1
92155,2019,5,"$60,000 to $74,999",1
92155,2019,6,"$75,000 to $99,999",2
92155,2019,7,"$100,000 to $124,999",3
92155,2019,8,"$125,000 to $149,999",1
92155,2019,9,"$150,000 to $199,999",3
92155,2019,10,"$200,000 or more",0
92161,2010,1,"Less than $15,000",0
92161,2010,2,"$15,000 to $29,999",0
92161,2010,3,"$30,000 to $44,999",0
92161,2010,4,"$45,000 to $59,999",0
92161,2010,5,"$60,000 to $74,999",0
92161,2010,6,"$75,000 to $99,999",0
92161,2010,7,"$100,000 to $124,999",0
92161,2010,8,"$125,000 to $149,999",0
92161,2010,9,"$150,000 to $199,999",0
92161,2010,10,"$200,000 or more",0
92161,2011,1,"Less than $15,000",0
92161,2011,2,"$15,000 to $29,999",0
92161,2011,3,"$30,000 to $44,999",0
92161,2011,4,"$45,000 to $59,999",0
92161,2011,5,"$60,000 to $74,999",0
92161,2011,6,"$75,000 to $99,999",0
92161,2011,7,"$100,000 to $124,999",0
92161,2011,8,"$125,000 to $149,999",0
92161,2011,9,"$150,000 to $199,999",0
92161,2011,10,"$200,000 or more",0
92161,2012,1,"Less than $15,000",0
92161,2012,2,"$15,000 to $29,999",0
92161,2012,3,"$30,000 to $44,999",0
92161,2012,4,"$45,000 to $59,999",0
92161,2012,5,"$60,000 to $74,999",0
92161,2012,6,"$75,000 to $99,999",0
92161,2012,7,"$100,000 to $124,999",0
92161,2012,8,"$125,000 to $149,999",0
92161,2012,9,"$150,000 to $199,999",0
92161,2012,10,"$200,000 or more",0
92161,2013,1,"Less than $15,000",0
92161,2013,2,"$15,000 to $29,999",0
92161,2013,3,"$30,000 to $44,999",0
92161,2013,4,"$45,000 to $59,999",0
92161,2013,5,"$60,000 to $74,999",0
92161,2013,6,"$75,000 to $99,999",0
92161,2013,7,"$100,000 to $124,999",0
92161,2013,8,"$125,000 to $149,999",0
92161,2013,9,"$150,000 to $199,999",0
92161,2013,10,"$200,000 or more",0
92161,2014,1,"Less than $15,000",0
92161,2014,2,"$15,000 to $29,999",0
92161,2014,3,"$30,000 to $44,999",0
92161,2014,4,"$45,000 to $59,999",0
92161,2014,5,"$60,000 to $74,999",0
92161,2014,6,"$75,000 to $99,999",0
92161,2014,7,"$100,000 to $124,999",0
92161,2014,8,"$125,000 to $149,999",0
92161,2014,9,"$150,000 to $199,999",0
92161,2014,10,"$200,000 or more",0
92161,2015,1,"Less than $15,000",0
92161,2015,2,"$15,000 to $29,999",0
92161,2015,3,"$30,000 to $44,999",0
92161,2015,4,"$45,000 to $59,999",0
92161,2015,5,"$60,000 to $74,999",0
92161,2015,6,"$75,000 to $99,999",0
92161,2015,7,"$100,000 to $124,999",0
92161,2015,8,"$125,000 to $149,999",0
92161,2015,9,"$150,000 to $199,999",0
92161,2015,10,"$200,000 or more",0
92161,2016,1,"Less than $15,000",0
92161,2016,2,"$15,000 to $29,999",0
92161,2016,3,"$30,000 to $44,999",0
92161,2016,4,"$45,000 to $59,999",0
92161,2016,5,"$60,000 to $74,999",0
92161,2016,6,"$75,000 to $99,999",0
92161,2016,7,"$100,000 to $124,999",0
92161,2016,8,"$125,000 to $149,999",0
92161,2016,9,"$150,000 to $199,999",0
92161,2016,10,"$200,000 or more",0
92161,2017,1,"Less than $15,000",0
92161,2017,2,"$15,000 to $29,999",0
92161,2017,3,"$30,000 to $44,999",0
92161,2017,4,"$45,000 to $59,999",0
92161,2017,5,"$60,000 to $74,999",0
92161,2017,6,"$75,000 to $99,999",0
92161,2017,7,"$100,000 to $124,999",0
92161,2017,8,"$125,000 to $149,999",0
92161,2017,9,"$150,000 to $199,999",0
92161,2017,10,"$200,000 or more",0
92161,2018,1,"Less than $15,000",0
92161,2018,2,"$15,000 to $29,999",0
92161,2018,3,"$30,000 to $44,999",0
92161,2018,4,"$45,000 to $59,999",0
92161,2018,5,"$60,000 to $74,999",0
92161,2018,6,"$75,000 to $99,999",0
92161,2018,7,"$100,000 to $124,999",0
92161,2018,8,"$125,000 to $149,999",0
92161,2018,9,"$150,000 to $199,999",0
92161,2018,10,"$200,000 or more",0
92161,2019,1,"Less than $15,000",0
92161,2019,2,"$15,000 to $29,999",0
92161,2019,3,"$30,000 to $44,999",0
92161,2019,4,"$45,000 to $59,999",0
92161,2019,5,"$60,000 to $74,999",0
92161,2019,6,"$75,000 to $99,999",0
92161,2019,7,"$100,000 to $124,999",0
92161,2019,8,"$125,000 to $149,999",0
92161,2019,9,"$150,000 to $199,999",0
92161,2019,10,"$200,000 or more",0
92173,2010,1,"Less than $15,000",1591
92173,2010,2,"$15,000 to $29,999",1694
92173,2010,3,"$30,000 to $44,999",1335
92173,2010,4,"$45,000 to $59,999",917
92173,2010,5,"$60,000 to $74,999",783
92173,2010,6,"$75,000 to $99,999",563
92173,2010,7,"$100,000 to $124,999",287
92173,2010,8,"$125,000 to $149,999",162
92173,2010,9,"$150,000 to $199,999",81
92173,2010,10,"$200,000 or more",149
92173,2011,1,"Less than $15,000",1601
92173,2011,2,"$15,000 to $29,999",1691
92173,2011,3,"$30,000 to $44,999",1343
92173,2011,4,"$45,000 to $59,999",915
92173,2011,5,"$60,000 to $74,999",773
92173,2011,6,"$75,000 to $99,999",575
92173,2011,7,"$100,000 to $124,999",282
92173,2011,8,"$125,000 to $149,999",153
